Nghi ngo,Gia dinh co nguoi bi benh gan,Su dung do uong co con Khong,"Nghi ngờ mắc bệnh có thể cho di truyền, cần xét nghiệm thêm",,,
Binh thuong,Tung truyen mau,"Có thể bạn không bị bệnh gan, để chắc chắn bạn nên xét nghiệm",,,,
Binh thuong,Tung truyen mau,Su dung do uong co con Co,"Có thể bạn không bị bệnh gan, để chắc chắn bạn nên xét nghiệm",,,
Binh thuong,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong < 1 nam,"Có thể bạn không bị bệnh gan, để chắc chắn bạn nên xét nghiệm",,
Binh thuong,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong < 1 nam,Cach thuc uong Lien tuc (4-5 lan/tuan),"Có thể bạn không bị bệnh gan, để chắc chắn bạn nên xét nghiệm",
Binh thuong,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong < 1 nam,Cach thuc uong Thinh thoang (1-2 lan/tuan),"Có thể bạn không bị bệnh gan, để chắc chắn bạn nên xét nghiệm","cái này mk ghi kiểu có thể bn ko bị bệnh gan, để chắc chắn bn nên xét nghiệm"
Binh thuong,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong 1-3 nam,"Có thể bạn không bị bệnh gan, để chắc chắn bạn nên xét nghiệm",,
Binh thuong,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong 1-3 nam,Cach thuc uong Lien tuc (4-5 lan/tuan),"Có thể bạn không bị bệnh gan, để chắc chắn bạn nên xét nghiệm",
Binh thuong,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong 1-3 nam,Cach thuc uong Thinh thoang (1-2 lan/tuan),"Có thể bạn không bị bệnh gan, để chắc chắn bạn nên xét nghiệm",
Binh thuong,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong > 3 nam,"Có thể bạn không bị bệnh gan, để chắc chắn bạn nên xét nghiệm",,
Binh thuong,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong > 3 nam,Cach thuc uong Lien tuc (4-5 lan/tuan),"Có thể bạn không bị bệnh gan, để chắc chắn bạn nên xét nghiệm",
Binh thuong,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong > 3 nam,Cach thuc uong Thinh thoang (1-2 lan/tuan),"Có thể bạn không bị bệnh gan, để chắc chắn bạn nên xét nghiệm",
Binh thuong,Tung truyen mau,Su dung do uong co con Khong,"Có thể bạn không bị bệnh gan, để chắc chắn bạn nên xét nghiệm",,,
Nghi ngo,Tung truyen mau,"Nghi ngờ mắc bệnh gan do truyền máu, cần xét nghiệm thêm",,,,
Nghi ngo,Tung truyen mau,Su dung do uong co con Co,"Nghi ngờ mắc bệnh gan do uống rượu hoặc truyền máu, cần xét nghiệm thêm",,,
Nghi ngo,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong < 1 nam,"Nghi ngờ mắc bệnh gan do uống rượu hoặc truyền máu, cần xét nghiệm thêm",,
Nghi ngo,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong < 1 nam,Cach thuc uong Lien tuc (4-5 lan/tuan),"Nghi ngờ mắc bệnh gan do uống rượu hoặc truyền máu, cần xét nghiệm thêm",
Nghi ngo,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong < 1 nam,Cach thuc uong Thinh thoang (1-2 lan/tuan),"Nghi ngờ mắc bệnh gan do uống rượu hoặc truyền máu, cần xét nghiệm thêm",
Nghi ngo,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong 1-3 nam,"Nghi ngờ mắc bệnh gan do uống rượu hoặc truyền máu, cần xét nghiệm thêm",,
Nghi ngo,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong 1-3 nam,Cach thuc uong Lien tuc (4-5 lan/tuan),"Nghi ngờ mắc bệnh gan do uống rượu hoặc truyền máu, cần xét nghiệm thêm",
Nghi ngo,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong 1-3 nam,Cach thuc uong Thinh thoang (1-2 lan/tuan),"Nghi ngờ mắc bệnh gan do uống rượu hoặc truyền máu, cần xét nghiệm thêm",
Nghi ngo,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong > 3 nam,"Nghi ngờ mắc bệnh gan do uống rượu hoặc truyền máu, cần xét nghiệm thêm",,
Nghi ngo,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong > 3 nam,Cach thuc uong Lien tuc (4-5 lan/tuan),"Nghi ngờ mắc bệnh gan do uống rượu hoặc truyền máu, cần xét nghiệm thêm",
Nghi ngo,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong > 3 nam,Cach thuc uong Thinh thoang (1-2 lan/tuan),"Nghi ngờ mắc bệnh gan do uống rượu hoặc truyền máu, cần xét nghiệm thêm",
Nghi ngo,Tung truyen mau,Su dung do uong co con Khong,"Nghi ngờ mắc bệnh gan do uống rượu hoặc truyền máu, cần xét nghiệm thêm",,,
Binh thuong,Gia dinh co nguoi bi benh gan,Tung truyen mau,"Có thể bạn không bị bệnh gan, để chắc chắn bạn nên xét nghiệm",,,
Binh thuong,Gia dinh co nguoi bi benh gan,Tung truyen mau,Su dung do uong co con Co,"Có thể bạn không bị bệnh gan, để chắc chắn bạn nên xét nghiệm",,
Binh thuong,Gia dinh co nguoi bi benh gan,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong < 1 nam,"Có thể bạn không bị bệnh gan, để chắc chắn bạn nên xét nghiệm",
Binh thuong,Gia dinh co nguoi bi benh gan,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong < 1 nam,Cach thuc uong Lien tuc (4-5 lan/tuan),"Có thể bạn không bị bệnh gan, để chắc chắn bạn nên xét nghiệm"
Binh thuong,Gia dinh co nguoi bi benh gan,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong < 1 nam,Cach thuc uong Thinh thoang (1-2 lan/tuan),"Có thể bạn không bị bệnh gan, để chắc chắn bạn nên xét nghiệm"
Binh thuong,Gia dinh co nguoi bi benh gan,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong 1-3 nam,"Có thể bạn không bị bệnh gan, để chắc chắn bạn nên xét nghiệm",
Binh thuong,Gia dinh co nguoi bi benh gan,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong 1-3 nam,Cach thuc uong Lien tuc (4-5 lan/tuan),"Có thể bạn không bị bệnh gan, để chắc chắn bạn nên xét nghiệm"
Binh thuong,Gia dinh co nguoi bi benh gan,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong 1-3 nam,Cach thuc uong Thinh thoang (1-2 lan/tuan),"Có thể bạn không bị bệnh gan, để chắc chắn bạn nên xét nghiệm"
Binh thuong,Gia dinh co nguoi bi benh gan,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong > 3 nam,"Có thể bạn không bị bệnh gan, để chắc chắn bạn nên xét nghiệm",
Binh thuong,Gia dinh co nguoi bi benh gan,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong > 3 nam,Cach thuc uong Lien tuc (4-5 lan/tuan),"Có thể bạn không bị bệnh gan, để chắc chắn bạn nên xét nghiệm"
Binh thuong,Gia dinh co nguoi bi benh gan,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong > 3 nam,Cach thuc uong Thinh thoang (1-2 lan/tuan),"Có thể bạn không bị bệnh gan, để chắc chắn bạn nên xét nghiệm"
Binh thuong,Gia dinh co nguoi bi benh gan,Tung truyen mau,Su dung do uong co con Khong,"Có thể bạn không bị bệnh gan, để chắc chắn bạn nên xét nghiệm",,
Nghi ngo,Gia dinh co nguoi bi benh gan,Tung truyen mau,"Nghi ngờ mắc bệnh gan do di truyền hoặc truyền máu, cần xét nghiệm thêm",,,
Nghi ngo,Gia dinh co nguoi bi benh gan,Tung truyen mau,Su dung do uong co con Co,"Nghi ngờ mắc bệnh gan, cần xét nghiệm thêm",,
Nghi ngo,Gia dinh co nguoi bi benh gan,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong < 1 nam,"Nghi ngờ mắc bệnh gan, cần xét nghiệm thêm",
Nghi ngo,Gia dinh co nguoi bi benh gan,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong < 1 nam,Cach thuc uong Lien tuc (4-5 lan/tuan),"Nghi ngờ mắc bệnh gan, cần xét nghiệm thêm"
Nghi ngo,Gia dinh co nguoi bi benh gan,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong < 1 nam,Cach thuc uong Thinh thoang (1-2 lan/tuan),"Nghi ngờ mắc bệnh gan, cần xét nghiệm thêm"
Nghi ngo,Gia dinh co nguoi bi benh gan,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong 1-3 nam,"Nghi ngờ mắc bệnh gan, cần xét nghiệm thêm",
Nghi ngo,Gia dinh co nguoi bi benh gan,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong 1-3 nam,Cach thuc uong Lien tuc (4-5 lan/tuan),"Nghi ngờ mắc bệnh gan, cần xét nghiệm thêm"
Nghi ngo,Gia dinh co nguoi bi benh gan,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong 1-3 nam,Cach thuc uong Thinh thoang (1-2 lan/tuan),"Nghi ngờ mắc bệnh gan, cần xét nghiệm thêm"
Nghi ngo,Gia dinh co nguoi bi benh gan,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong > 3 nam,"Nghi ngờ mắc bệnh gan, cần xét nghiệm thêm",
Nghi ngo,Gia dinh co nguoi bi benh gan,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong > 3 nam,Cach thuc uong Lien tuc (4-5 lan/tuan),"Nghi ngờ mắc bệnh gan, cần xét nghiệm thêm"
Nghi ngo,Gia dinh co nguoi bi benh gan,Tung truyen mau,Su dung do uong co con Co,Thoi gian uong > 3 nam,Cach thuc uong Thinh thoang (1-2 lan/tuan),"Nghi ngờ mắc bệnh gan, cần xét nghiệm thêm"
Nghi ngo,Gia dinh co nguoi bi benh gan,Tung truyen mau,Su dung do uong co con Khong,"Nghi ngờ mắc bệnh gan có thể do di truyền hoặc truyền máu, cần xét nghiệm thêm",,
